Track,Album Name,Artist,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,year,month
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,USAT22100132,2603,27.7,246949197.0,80591.0,7682255.0,64.0,62144315.0,935278.0,"5,645","715,700","4,922,539","101,060,286",19.0,4210.0,22.0,419,,"4,954,305","6,168",209692.0,1,2021,1
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,USC4R1902750,2594,27.7,589145587.0,130464.0,19387390.0,71.0,235289339.0,3294641.0,"81,149","90,157,158","569,986,027","443,194",38.0,12737.0,16.0,"143,067",25.0,"2,115,178","13,819",3769063.0,0,2019,9
Go Fuck Yourself,First Steps,Two Feet,DEVF11600016,2591,27.7,649191183.0,160382.0,29032760.0,68.0,645296970.0,8887252.0,"795,603","151,017,071","1,557,145,950","101,434,951",11.0,1173.0,13.0,"151,243",,"85,462,774","63,886",7233385.0,1,2016,7
Crocodile Tearz,Might Delete Later,J. Cole,USUG12402403,2600,27.7,37057985.0,5769.0,25367830.0,,7966475.0,130502.0,,,,"5,801,422",12.0,101.0,1.0,"1,070,810",17.0,"4,380,830",498,88038.0,1,2024,4
PLIS,PLIS,Camilo,USSD12400017,2593,27.7,37814314.0,2461.0,22699959.0,,21688661.0,208161.0,"202,354","19,478,404","336,367,149","185,050,927",11.0,12642.0,27.0,"1,668,327",11.0,"821,286",112,117790.0,0,2024,2
Back to Me,VULTURES 1,Kanye West,QZ7XS2400005,2599,27.7,77403728.0,13507.0,6358959.0,,5768907.0,96404.0,,"268,900","1,600,000","453,047",10.0,500.0,4.0,"58,110",,,,139433.0,1,2024,2
Antidepresan,Antidepresan,Mert Demir,USA2P2247676,2605,27.7,172362945.0,25648.0,5961079.0,62.0,164304790.0,644688.0,"293,300","15,092,029","428,987,615","7,986,595",13.0,20439.0,3.0,"1,567,627",,,,903938.0,0,2022,11
Rise,Rise,Jonas Blue,GBUM71802109,2592,27.7,872518334.0,93636.0,18157143.0,64.0,681562909.0,4154352.0,"23,063","2,845,186","36,403,946","418,778,843",98.0,62237.0,55.0,"1,280,746",18.0,"28,442,862","15,750",5306138.0,0,2018,5
Summertime Sadness,Born To Die (Deluxe Version),Lana Del Rey,GBUM71111565,2606,27.7,1442872605.0,204954.0,53282968.0,79.0,572303765.0,6181000.0,"423,666","173,066,210","1,549,975,311","329,452,348",115.0,10698.0,65.0,"1,116,035",71.0,"326,465,544","478,081",8122251.0,0,2011,1
8:00 AM,8:00 AM,Nicki Nicole,UYB282300034,2601,27.7,135465283.0,20671.0,8011051.0,63.0,106663098.0,736558.0,"197,600","59,387,239","500,108,092","24,978,941",20.0,2340.0,19.0,"222,294",15.0,"892,114",331,225730.0,1,2023,5
Double Fantasy (with Future),Double Fantasy,The Weeknd,USUG12302627,2597,27.7,180940067.0,36631.0,14272823.0,66.0,51093878.0,753208.0,"4,000","5,091,663","47,997,951","12,311,591",31.0,8147.0,10.0,"290,434",11.0,"6,271,165","1,216",,1,2023,4
Jungle,Jungle,Alok,DEE862301476,2590,27.7,111266488.0,19017.0,69287736.0,,10259020.0,89765.0,"5,925","409,916","17,703,236",,33.0,45605.0,54.0,"1,289,949",9.0,"1,532,504",260,670189.0,0,2023,9
Fisherrr,Fisherrr - Single,Cash Cobain,NL8RL2403852,2598,27.7,9215777.0,2816.0,3862691.0,28.0,12076033.0,245565.0,,"5,321,778","40,589,924","68,208,595",13.0,12552.0,,,7.0,"72,082",237,286190.0,1,2024,2
Wild as Her,Wild as Her,Corey Kent,TCAGA2290354,2614,27.6,180186017.0,32769.0,6038439.0,66.0,36595510.0,280859.0,"33,689","1,974,569","23,448,462","2,792",23.0,187197.0,4.0,976,11.0,"113,592,411","13,103",670748.0,0,2022,3
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,USAT21810504,2611,27.6,737482160.0,55335.0,17510051.0,66.0,419937796.0,4019192.0,"3,214,979","189,904,593","2,189,766,597","207,282,014",52.0,19601.0,25.0,"52,812",16.0,"22,073,894","13,492",4647023.0,0,2018,8
Black Friday,Black Friday,Tom Odell,USA2P2342595,2616,27.6,126929488.0,23805.0,42713528.0,,11445116.0,165135.0,"20,254","10,350,073","59,075,543","9,939,532",24.0,4372.0,22.0,"405,914",21.0,"201,918",372,485209.0,0,2023,9
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,GBUM72206500,2613,27.6,68235585.0,10765.0,7466559.0,59.0,444569952.0,2796117.0,671,"220,759","1,468,789","1,411,876,789",1.0,173.0,1.0,"27,653",8.0,"74,530",127,33174.0,0,2022,5
Ignorantes,Ignorantes,Bad Bunny,QM4TW2090210,2618,27.6,671572185.0,88857.0,22055975.0,62.0,417964046.0,2807917.0,"10,203","4,124,925","26,125,487","41,199,062",70.0,12213.0,26.0,"309,402",25.0,"74,716,130","7,214",959604.0,1,2020,2
Break Free,Pop Party 13,Ariana Grande,USUM71409719,2610,27.6,899830382.0,96199.0,41829450.0,70.0,1288704058.0,6983846.0,"131,095","50,779,178","371,404,445","171,606,029",123.0,86551.0,65.0,"813,444",22.0,"240,308,987","115,959",7374291.0,0,2014,1
Risk,Risk,Gracie Abrams,USUG12401764,2617,27.6,41114784.0,2686.0,35162711.0,78.0,3726904.0,134081.0,,,,,41.0,5382.0,36.0,"7,998,062",78.0,"65,016",138,61468.0,0,2024,5
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,UYB282001011,2615,27.6,286381494.0,54422.0,8157305.0,61.0,445932496.0,5316366.0,"517,875","137,985,248","1,257,208,158","19,505,413",37.0,3999.0,19.0,"73,121",8.0,"221,741",747,1435096.0,0,2020,11
WY@,WY@,Brent Faiyaz,QZNMX2317490,2609,27.6,54763093.0,15316.0,7846247.0,,14737929.0,247838.0,"6,009","10,284,542","72,141,490","1,678,363,681",16.0,66225.0,1.0,644,8.0,"4,730,630","1,648",536845.0,1,2023,9
Acapulco,Acapulco,Jason Derulo,USAT22102812,2608,27.6,442260324.0,67318.0,33339871.0,65.0,83588626.0,799248.0,"42,377","35,703,303","310,298,540","865,166,511",65.0,129690.0,34.0,"1,756,415",18.0,"47,696,206","7,006",,0,2021,9
GHOST TOWN,GHOST TOWN,Benson Boone,USWB12103472,2612,27.6,382177076.0,65369.0,34887197.0,66.0,78537068.0,806081.0,"146,179","60,677,641","629,205,287","968,287,446",46.0,105931.0,22.0,"651,078",14.0,"27,159,277","7,396",1864419.0,0,2021,10
Bande organisï¿½,Bande organisï¿½,13 Organisï¿,FRX282066018,2625,27.5,267241905.0,62950.0,4938947.0,63.0,515808378.0,2686256.0,"5,066","641,873","12,209,681","11,896,873",51.0,17239.0,42.0,"6,246,257",10.0,,,2065953.0,1,2020,8
Only Human,Happiness Begins,Jonas Brothers,USUG11901281,2634,27.5,508463163.0,58919.0,15436258.0,65.0,136979542.0,1457926.0,"27,246","6,682,986","45,970,559","168,192,621",66.0,350184.0,24.0,"166,715",17.0,"181,852,656","50,826",7575291.0,0,2019,6
Daddy Issues,Wiped Out!,The Neighbourhood,USSM11506747,2627,27.5,1435372572.0,239555.0,84147867.0,80.0,450121249.0,5511534.0,"252,108","196,480,803","1,122,697,302","8,013,039",47.0,81.0,24.0,"84,882",3.0,"32,313,966","41,491",3422693.0,0,2015,10
Cha Cha Cha,Cha Cha Cha,Kï¿½ï¿½ï¿½,FIWMA2200519,2624,27.5,143311775.0,42463.0,3803730.0,66.0,85239745.0,891585.0,"78,568","18,889,271","304,146,444","11,041,200",29.0,8321.0,6.0,"58,900",7.0,"20,792","1,989",281032.0,0,2023,1
Raining In Manila,Raining In Manila,Lola Amour,PHW012300171,2633,27.5,136169854.0,11506.0,4813121.0,63.0,117339013.0,473732.0,"279,014","57,862,276","567,845,644","46,522,818",4.0,1084.0,,,,,,28884.0,0,2023,6
Diabï¿½ï¿½,Diabï¿½ï¿½,Cris Mj,QMFME2394856,2628,27.5,83966111.0,12847.0,42315256.0,73.0,51878795.0,239672.0,,"2,323","21,053","146,683,266",8.0,10.0,8.0,"1,878,242",8.0,"4,824",30,313530.0,1,2023,11
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,USUG12402116,2632,27.5,14234598.0,1591.0,38201815.0,,6333352.0,231932.0,,,,"134,773,880",31.0,6010.0,44.0,"4,764,407",66.0,"250,375",112,35203.0,1,2024,5
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,GBARL1700772,2626,27.5,1120187276.0,153725.0,45935052.0,70.0,80920611.0,707090.0,"1,758,196","369,847,461","2,745,676,769","402,464",236.0,32897.0,148.0,"1,143,603",36.0,"80,533,361","75,735",13710879.0,1,2017,6
Another Love (Tiï¿½ï¿½sto Re,Another Love (Tiï¿½ï¿½sto Re,Tom Odell,GBARL2201039,2620,27.5,141141890.0,32658.0,32977028.0,67.0,26048435.0,224730.0,"1,662,320","900,971,288","8,556,410,580",,20.0,37145.0,23.0,"557,055",,"172,209",366,770960.0,0,2022,5
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,QZJ842000873,2631,27.5,224820131.0,81921.0,11821621.0,,49154791.0,830423.0,"1,713,669","151,684,690","1,272,691,476","19,446,900",66.0,294.0,11.0,"40,645",,"4,052,813","5,397",993226.0,1,2021,5
Tu Aake Dekhle,The Carnival,King,FRX762050882,2629,27.5,410639967.0,33664.0,5963459.0,69.0,619113386.0,7584160.0,"132,004","4,491,970","61,728,216",,9.0,508.0,1.0,"1,097",6.0,"1,824",,475672.0,0,2020,9
Red Leather,WE STILL DON'T TRUST YOU,Future,USSM12403108,2630,27.5,22715763.0,6606.0,6526571.0,,3791463.0,74013.0,,,,"381,728",4.0,111.0,9.0,"1,201,097",14.0,"305,314",512,155058.0,1,2024,4
Viva La Vida,Meu Pai ï¿½ï¿½ do,Coldplay,GBAYE0800265,2619,27.5,2102223775.0,335772.0,128128093.0,80.0,1412127488.0,8707376.0,"1,619,542","244,469,571","2,264,301,241","1,233,854,544",93.0,258525.0,174.0,"4,371,982",94.0,,,54637.0,0,2005,9
Nice to Meet You,Nice to Meet You,Imagine Dragons,USUM72404007,2623,27.5,15062636.0,1446.0,39911356.0,75.0,4507011.0,112133.0,"1,034","570,876","6,372,350","112,054,624",40.0,258.0,29.0,"894,139",29.0,"1,020,471",224,27497.0,0,2024,5
Verte Ir,Verte Ir,DJ Luian,QZ7B81700011,2622,27.5,550967367.0,65928.0,18945081.0,64.0,728468384.0,3473098.0,"11,200","1,930,550","20,847,094","137,102,567",35.0,3884.0,7.0,"293,349",12.0,"73,700,065","8,531",1353531.0,0,2019,3
Pink + White,Blonde,Frank Ocean,QZ5C81600003,2642,27.4,1299650856.0,228950.0,71708447.0,83.0,158016588.0,1286636.0,"130,802","68,303,456","442,090,971","455,453",163.0,6091.0,46.0,"1,275,701",41.0,"24,819,579","19,292",2187716.0,0,2016,8
Mother,Takin' It Back (Deluxe),Meghan Trainor,USSM12300425,2640,27.4,79738242.0,12390.0,2274976.0,57.0,51124809.0,845191.0,"702,284","224,708,419","2,678,819,017","431,870,420",15.0,54053.0,4.0,"7,837",7.0,"8,318,506","13,444",538792.0,1,2023,3
Flashback (feat. Gazo),Flashback,Favï¿,DGA082396900,2654,27.4,88014813.0,16418.0,4788967.0,66.0,53097639.0,393538.0,"99,500","3,276,455","26,517,142","118,125,080",10.0,6432.0,15.0,"5,475,765",12.0,13,,541305.0,1,2023,9
Space Song,Depression Cherry,Beach House,USSUB1512203,2646,27.4,1099069598.0,261122.0,71073470.0,73.0,127534602.0,1660824.0,"496,525","338,753,643","2,588,157,478","3,593,056",88.0,4491.0,14.0,"264,505",38.0,"24,447,183","25,737",7887047.0,0,2015,8
OKAY,OKAY (Versions),JT,USUG12400080,2641,27.4,16446111.0,1966.0,36576049.0,65.0,5578963.0,138920.0,,,,,33.0,370.0,5.0,"86,874",42.0,"1,687,958","1,032",178540.0,1,2024,4
Chill Bill,The RCA-List (Vol. 2),Rob $tone,USRC11601124,2649,27.4,843861768.0,155472.0,20340958.0,70.0,278120145.0,2625552.0,"18,775","2,669,418","16,756,000","1,075,983",30.0,600.0,18.0,"99,006",,"346,203,131","441,719",4409923.0,1,2016,1
My Way,My Way,Calvin Harris,GBARL1601358,2636,27.4,1014534913.0,132592.0,41964503.0,73.0,615907345.0,3461084.0,"453,551","10,268,320","56,011,096","171,305,180",146.0,51151.0,99.0,"607,512",10.0,"111,067,662","33,355",8339785.0,0,2016,9
Big City Life,Big City Life,Luude,AUDCB1702119,2653,27.4,181323700.0,71547.0,13471679.0,65.0,17510125.0,116193.0,"37,362","12,550,708","160,730,392","16,109,408",23.0,16173.0,4.0,"4,860",2.0,3,,780420.0,0,2022,6
Wife,Wife,(G)I-DLE,KRA392300032,2643,27.4,58909647.0,3850.0,12472972.0,,65760732.0,1341331.0,,,,"1,405,713,659",3.0,288.0,1.0,"151,363",13.0,"130,093",122,82069.0,0,2024,1
'Till I Collapse,The Eminem Show,Eminem,USIR10211066,2651,27.4,1958809069.0,282888.0,74055843.0,79.0,1463549979.0,10918289.0,"41,045","6,151,095","54,356,279","324,314,535",83.0,1714.0,37.0,"924,049",29.0,"618,998,662","1,209,416",4812702.0,1,2002,5
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,USWB11002103,2655,27.4,662257934.0,113043.0,31739594.0,71.0,464462597.0,3215886.0,"707,886","215,370,319","1,511,650,572","22,268,968",58.0,4835.0,7.0,"3,709",11.0,"939,708,588","1,049,157",4225673.0,1,2010,9
Jumbotron Shit Poppin,Her Loss,Drake,USUG12208610,2635,27.4,126296463.0,44782.0,4407877.0,62.0,37702345.0,528716.0,"23,780","8,679,451","70,817,893","146,398,901",22.0,841.0,1.0,891,,"5,094,223","3,119",588261.0,1,2022,11
La Nota,La Nota,Manuel Turizo,QZDYA1800024,2648,27.4,560949285.0,80872.0,37192436.0,64.0,298415218.0,1583803.0,"267,500","58,834,137","576,560,432","35,850,480",124.0,22639.0,21.0,"1,781,933",49.0,"29,259,483","3,194",1440068.0,0,2020,10
Amor a Primera Vista,Amor a Primera Vista,Los ï¿½ï¿½ngeles Az,MX1721901080,2644,27.4,346860422.0,29735.0,10707382.0,65.0,888138257.0,2432863.0,"18,009","4,833,780","73,588,039","29,426,957",32.0,7700.0,10.0,"72,268",16.0,"43,302,352","13,188",1446419.0,0,2019,6
Solo,Solo,Myles Smith,UKXN22382205,2647,27.4,95747052.0,18521.0,23770824.0,,13990236.0,198993.0,"1,907","604,177","9,054,387","45,935,756",29.0,8090.0,44.0,"696,335",3.0,"176,881",306,313239.0,0,2023,11
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,USA2P2310663,2639,27.4,223652808.0,18262.0,11833709.0,70.0,129099788.0,2078161.0,"85,400","75,312,218","705,088,821","266,676,222",29.0,2567.0,4.0,"24,189",38.0,"493,588",471,324686.0,0,2023,5
Sex Music,Sex Music,Tank,USAT21001199,2638,27.4,5283089.0,920.0,403273.0,30.0,7187358.0,56665.0,377,"21,957","482,153","738,617",2.0,99.0,,,,"20,524,623","3,482,168",90172.0,0,2010,6
Porfa,Porfa,Feid,USUM71924087,2661,27.3,396184710.0,62515.0,16214167.0,65.0,656159660.0,2808401.0,712,"216,831","1,796,651","45,547,242",43.0,8597.0,21.0,"126,240",17.0,"14,228,113","2,733",1168477.0,0,2019,12
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,QMCE32200042,2671,27.3,307122295.0,91786.0,17784294.0,69.0,31666337.0,395808.0,"142,300","49,947,875","327,835,388","42,553,980",19.0,3448.0,11.0,"64,551",3.0,"14,840,512","9,645",1132723.0,1,2022,1
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The,Speak Now (Taylor's Version),Taylor Swift,USUG12302091,2673,27.3,247056218.0,19231.0,16723973.0,69.0,41065721.0,1260603.0,"139,100","34,732,272","386,594,049","756,308,958",30.0,21779.0,13.0,"387,578",43.0,"3,133,286","2,751",459379.0,0,2023,7
Derniï¿½ï¿½re d,Derniï¿½ï¿½re D,Indila,FRUM71301049,2672,27.3,410783411.0,84509.0,10769145.0,72.0,1717040143.0,17082350.0,"309,984","152,093,157","1,251,931,456","207,204,169",18.0,12131.0,35.0,"6,308,639",2.0,"4,540,897","13,830",10550609.0,0,2013,11
Fight Song,Fight Song,Rachel Platten,USSM11500753,2670,27.3,897794289.0,92326.0,47254001.0,69.0,101998780.0,1084274.0,"2,209,428","115,034,762","1,021,462,418","2,330",2.0,117518.0,20.0,"59,768",47.0,"470,921,326","687,787",,0,2014,12
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,GBAHS1900714,2665,27.3,765374782.0,69032.0,29531913.0,67.0,419150011.0,3838603.0,"77,443","6,020,979","43,199,667","171,357,012",109.0,136075.0,353.0,"748,613",32.0,"51,150,454","40,049",4294116.0,0,2019,7
Losing It,Losing It,FISHER,CA5KR1821202,2668,27.3,523954769.0,213614.0,31880596.0,67.0,96992359.0,915175.0,"44,648","32,897,654","313,069,043","5,471,148",102.0,17311.0,43.0,"349,670",36.0,"8,197,498","19,923",8854107.0,0,2018,7
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,QZVEM2324634,2657,27.3,165642949.0,39238.0,3356524.0,62.0,13111498.0,338766.0,"202,400","91,978,574","709,390,008","277,235,691",3.0,63.0,,,,"1,467,373","10,053",328655.0,1,2023,5
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,USAT21812918,2660,27.3,815243082.0,140617.0,18381330.0,66.0,258514568.0,1970363.0,"111,271","87,072,918","649,866,119","8,004,499",43.0,3857.0,12.0,"8,457",12.0,"94,670,283","67,712",1328950.0,1,2018,12
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,USRC12100749,2669,27.3,247462687.0,55580.0,12451213.0,61.0,76319678.0,1242250.0,"881,035","270,293,066","1,691,904,373","33,255,959",26.0,937.0,5.0,"4,470",8.0,"3,787,909","12,036",3937642.0,1,2021,4
Perfect Strangers,Perfect Strangers,Jonas Blue,GBUM71602437,2664,27.3,1050246077.0,113716.0,28088689.0,69.0,917728451.0,4676705.0,"92,540","8,116,828","62,167,288","264,268,663",95.0,64388.0,45.0,"626,313",5.0,"22,195,250","14,777",9355617.0,0,2016,6
Hey Brother,TRUE,Avicii,CH3131340084,2663,27.3,1007623089.0,168666.0,43769189.0,72.0,936816983.0,7135806.0,"82,215","16,452,743","160,676,196","188,246,082",57.0,81281.0,51.0,"151,326",13.0,"183,199,524","305,146",10854307.0,0,2013,1
Otra Noche,Otra Noche - Single,Los ï¿½ï¿½ngeles Az,MX1722101437,2659,27.3,238849559.0,26517.0,11475144.0,64.0,401770615.0,1536208.0,"1,275","1,185,903","16,815,994","10,816,168",12.0,12312.0,13.0,"369,524",5.0,"3,690,918","2,072",885927.0,0,2021,11
Yet To Come,Proof,BTS,USA2P2226300,2656,27.3,344744597.0,16095.0,22964291.0,64.0,264915434.0,15060408.0,"359,475","122,010,208","973,086,190","559,165,676",28.0,25341.0,15.0,"304,852",8.0,"920,415",869,625565.0,0,2022,6
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy,Alesso,USUG12106230,2658,27.3,279996207.0,36648.0,30173875.0,64.0,42705657.0,691402.0,"1,943","977,042","19,367,991","1,087,314,726",71.0,251715.0,43.0,"750,115",44.0,"50,039,519","3,089",1785826.0,0,2021,12
Girlfriend,The Second Wave (Deluxe),Ruger,GBARL2201233,2691,27.2,56670689.0,18344.0,1864537.0,16.0,126849797.0,654337.0,"1,373,186","19,812,568","344,920,965","34,681,748",31.0,6751.0,2.0,"131,930",8.0,"529,966",444,2142023.0,1,2022,6
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,USAT22305791,2680,27.2,100094720.0,10333.0,11971076.0,62.0,114762460.0,834616.0,"389,200","34,507,211","686,876,114","2,604,422",,,12.0,"233,950",,"8,878,410",902,,0,2023,6
911,911,Fuerza Regida,QZ9QQ2200130,2676,27.2,181695722.0,14262.0,7383896.0,68.0,188904937.0,781510.0,"270,390","104,665,493","1,079,156,243","65,064",8.0,1645.0,3.0,"32,011",1.0,"23,076,731","5,904",567312.0,0,2022,11
Always,NEVER ENOUGH,Daniel Caesar,USUG12209355,2688,27.2,281707091.0,40049.0,16537367.0,74.0,23447030.0,216253.0,"119,645","29,519,019","236,748,049","38,135,485",13.0,9.0,3.0,"2,038",5.0,"444,186",872,494628.0,1,2023,4
YKWIM?,Bipolar,Yot Club,CAGOO1966522,2681,27.2,675984633.0,147651.0,25369800.0,75.0,118564792.0,1898029.0,"156,693","168,264,666","882,048,158",182,8.0,10.0,3.0,"39,672",11.0,"6,567,978","7,872",1248383.0,0,2019,5
Damage,Damage,H.E.R.,USRC11903897,2686,27.2,108241832.0,24791.0,8314569.0,53.0,206773555.0,1296813.0,"164,089","11,238,095","122,657,966","32,626,219",82.0,229820.0,24.0,"606,294",29.0,"183,123,789","60,457",1838870.0,0,2020,10
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,USLD91728036,2687,27.2,227802182.0,65190.0,11346495.0,61.0,69718488.0,722875.0,"2,019,064","105,311,337","749,906,169",,14.0,82591.0,3.0,"4,527",9.0,"76,274,129","39,356",534826.0,1,2020,8
Bellyache,Bellyache,Billie Eilish,USUM71615103,2679,27.2,965899534.0,101445.0,18858886.0,73.0,834705559.0,10523313.0,"50,459","42,091,450","287,094,813","84,532,929",76.0,2181.0,15.0,"208,011",32.0,"83,838,375","64,161",3988502.0,0,2017,2
No Wahala,No Wahala,1da Banton,QZHZ52129395,2685,27.2,154010050.0,66808.0,4409868.0,63.0,234249323.0,1315242.0,"417,782","60,004,357","729,439,284","35,766,547",38.0,8575.0,13.0,"538,366",,"8,880,471","1,657",2109482.0,0,2021,7
Wait a Minute!,ARDIPITHECUS,WILLOW,QMJMT1500801,2678,27.2,1081039358.0,220073.0,41752381.0,73.0,422709495.0,5234949.0,"1,620,541","275,664,623","2,051,079,047","70,203",65.0,14873.0,31.0,"308,544",17.0,"31,208,630","67,960",7344889.0,0,2015,1
Ojos Marrones,Ojos Marrones,Lasso,MXUM72200528,2690,27.2,370988405.0,33800.0,12228512.0,68.0,69184223.0,532555.0,"856,300","142,179,351","1,614,554,007","80,243",23.0,50826.0,9.0,"88,374",36.0,"332,657","2,595",1087892.0,0,2022,6
WASTE,DISORDER,Kxllswxtch,USUYG1393224,2684,27.2,272051636.0,64633.0,11550020.0,72.0,39751949.0,818015.0,"298,019","180,786,694","1,314,232,560",,3.0,38.0,,,,"399,622","1,480",1447289.0,1,2021,10
512,Primer Dia de Clases,Mora,QM4TW2165662,2674,27.2,475820416.0,85784.0,28617350.0,70.0,270122797.0,1714650.0,"110,300","53,172,890","369,308,687","41,079,392",30.0,7754.0,8.0,"62,828",15.0,"3,189,429","2,491",698305.0,1,2021,2
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,QM7282376030,2677,27.2,123627077.0,39465.0,44425341.0,71.0,,,"4,200","1,046,261","19,231,842",,13.0,15034.0,30.0,"549,938",13.0,"15,420",191,420572.0,0,2023,6
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,USAR12300479,2683,27.2,8040021.0,1100.0,6340545.0,,4152404.0,115149.0,,,,"16,204,986",13.0,14072.0,2.0,623,11.0,"2,166,042",394,160973.0,1,2024,4
Sï¿½ï¿½guelo Bail,Odisea,Ozuna,USXDR1700560,2705,27.1,544755640.0,58066.0,16986234.0,66.0,1070075376.0,4032330.0,"134,206","24,277,629","174,267,433","145,733,049",27.0,4826.0,12.0,"55,568",14.0,"102,769,166","16,556",2212531.0,0,2017,8
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,USRC12300209,2699,27.1,161172707.0,23604.0,23467570.0,66.0,52352229.0,353891.0,"33,264","7,184,433","140,240,096","6,507,698",48.0,71615.0,45.0,"1,978,100",35.0,"12,462,344","1,009",1364052.0,0,2023,3
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,USWD12112911,2698,27.1,217919853.0,22687.0,11527473.0,63.0,351386257.0,1758940.0,"189,071","135,800,782","1,067,404,078","117,035,357",19.0,714.0,1.0,"81,124",9.0,"45,064,909","42,262",143875.0,0,2021,11
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,USUM71913434,2702,27.1,380367132.0,62939.0,11576619.0,64.0,663705750.0,3083081.0,"542,284","65,038,406","495,501,340","109,211,682",27.0,2027.0,8.0,"59,407",1.0,"1,082,805","1,980",1389750.0,0,2019,7
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Lyfï¿,Yeat,USUM72217061,2701,27.1,233573513.0,67981.0,8674549.0,69.0,39331190.0,479798.0,"34,666","20,275,957","122,612,542","185,705,404",12.0,25.0,3.0,"126,922",4.0,"466,511","3,737",647093.0,1,2022,9
Bon appï¿½ï¿,Bon Appï¿½ï¿,Katy Perry,USUM71702488,2700,27.1,280898252.0,32458.0,9112382.0,60.0,1396756746.0,8674599.0,"17,923","11,896,504","137,526,328","201,528,139",47.0,8188.0,27.0,"139,079",11.0,"3,712,696","13,608",2560144.0,0,2017,4
I'm the One,EPIC AF,DJ Khaled,USSM11703300,2704,27.1,1257029279.0,122763.0,29582588.0,67.0,77475141.0,982093.0,"475,433","16,501,624","134,170,742","1,488,303",143.0,42076.0,72.0,"445,792",44.0,"409,246,415","356,341",,1,2017,1
Stay With Me,Candy Baby,1nonly,TCAFE2016912,2693,27.1,398942581.0,99939.0,11061124.0,68.0,231553878.0,3275110.0,"799,566","111,636,857","1,054,813,567","526,856",3.0,5.0,,,,"3,386,783","2,811",1102075.0,1,2020,7
